,id,name,latitude,longitude,rankingDenominator,rankingPosition,rating,numberofReviews
746,15203789,Chewie's Biscuit Company,49.268353,-123.16878,3031,453,4.5,34
747,2542542,Blue Sky Japanese Bistro,49.271015,-123.14703,3031,2478,3.5,15
748,4298894,Cham Mani,49.283733,-123.113144,3031,2480,4.0,2
749,23858725,Sahel Market & Restaurant,49.264336,-123.176254,3031,2477,4.0,1
750,972090,Kwangchow Restaurant,49.28061,-123.09844,3031,2474,5.0,1
751,1553843,Thai Basil,49.28024,-123.13148,3031,452,4.0,117
752,23857907,Tendon Kohaku,49.2808,-123.11672,3031,2476,4.0,1
753,12503233,Tama Organic Life,49.28086,-123.04529,3031,2471,5.0,1
754,3874219,City 1 Cafe,49.24908,-123.12545,3031,2479,3.5,16
755,972134,Liza's Cafe,49.28969,-123.13129,3031,2475,5.0,1
756,23211436,Sushi Maro,49.274906,-123.12189,3031,2473,4.0,1
757,786583,The Cascade Room,49.261776,-123.100716,3031,461,4.0,82
758,3163839,Beyond Coffee,49.280876,-123.127,3031,470,4.0,100
759,7258707,Los Amigos Taqueria,49.280785,-123.13174,3031,465,4.5,42
760,10745649,Mister - Artisan Ice Cream,49.27505,-123.1213,3031,468,4.5,60
761,7129872,Linh Cafe,49.26827,-123.16906,3031,462,4.0,77
762,2390371,Pizzeria Farina,49.27657,-123.10013,3031,466,4.5,76
763,15276897,Tasty Indian Bistro,49.274128,-123.123604,3031,469,4.0,73
764,2229488,Yamato Sushi,49.27666,-123.125336,3031,467,4.0,125
765,23894585,Zab Zaab Thai Cuisine,49.2808,-123.11672,3031,2472,4.0,1
766,5107377,Tea Wok Asian Cuisine Teawok,49.28342,-123.11531,3031,2486,3.5,13
767,5093569,Non Stop Pizza,49.22434,-123.09051,3031,2485,5.0,1
768,21323957,Pizza Hut,49.257893,-123.046,3031,2487,4.0,2
769,7927831,Jericho Beach Concession,49.27108,-123.1917,3031,2484,3.5,5
770,12435027,European Breads Bakery,49.24628,-123.09014,3031,2482,3.5,3
771,12390313,Freshii,49.260883,-123.043915,3031,2483,4.0,2
772,11801511,The Soup House,49.23198,-123.06596,3031,2481,3.5,3
773,22905364,Cilantro Indian Cuisine,49.2633,-123.1089,3031,2489,4.5,2
774,23555287,David's Tea,49.282692,-123.11813,3031,2488,4.0,1
775,8466324,Tacofino Food Truck,49.126747,-125.892494,3031,463,4.5,64
776,23588154,Hoshi Japanese Cuisine,49.275684,-123.135216,3031,2491,4.0,1
777,17422076,Original New Town Bakery,49.25416,-123.11477,3031,2496,3.5,2
778,5293888,Yummy Pizza,49.281414,-123.13295,3031,2490,3.5,19
779,23749669,Tao's Kitchen,49.234093,-123.14012,3031,2492,4.0,1
780,10793609,Enroot Meals on Demand Limited,49.269424,-123.09586,3031,2493,5.0,1
781,2314927,Tamam Fine Palestinian Cuisine,49.281006,-123.05137,3031,464,4.5,88
782,20912947,La Taqueria Pinche Taco Shop,49.2829,-123.11059,3031,2497,4.0,1
783,23691919,Mount Everest Kitchen And Grill,49.28353,-123.114365,3031,2495,4.0,1
784,704309,Flying Wedge @ Royal Centre,49.28522,-123.12212,3031,2494,4.0,5
785,3809722,Sushi Nanaimo,49.2815,-123.05629,3031,473,4.5,57
786,7824468,Guilt and Company,49.283497,-123.10425,3031,475,4.5,44
787,2537780,Sushiholic,49.29063,-123.13646,3031,479,4.0,71
788,8615166,Torafuku,49.275974,-123.09975,3031,472,4.0,73
789,17806120,Little Japan Restaurant,49.28468,-123.11189,3031,2501,4.0,2
790,1201377,The Stock Market,49.27264,-123.1357,3031,480,4.0,70
791,3815956,Cattle Cafe,49.23197,-123.027885,936,753,4.0,5
792,10250961,Sorella,49.255165,-123.11534,3031,477,4.5,44
793,5313203,A&W 49th & Oak Street,49.226727,-123.12853,3031,2504,3.5,8
794,21264539,ZUBU ramen -Kerrisdale-,49.234688,-123.15647,3031,2498,3.5,2
795,4853823,Chungdam,49.28907,-123.13253,3031,2502,5.0,1
796,1431033,Sakari Sushi,49.28724,-123.14124,3031,2506,4.0,4
797,971672,Enzo's Cafe,49.28584,-123.11904,3031,2503,4.0,2
798,4853019,Milano Boutique Coffee Roasters,49.283276,-123.10336,3031,474,4.5,58
799,11678105,Starbucks,49.26729,-123.11295,3031,2505,4.0,2
800,23638864,Buttermere,49.27884,-123.0995,3031,2499,4.0,1
801,10700709,Yolks,49.26326,-123.11646,3031,471,4.0,96
802,707939,La Piazza Dario Ristorante Italiano,49.257225,-123.05001,3031,476,4.0,194
803,2255159,JJ Bean Coffee Roasters,49.286636,-123.12557,3031,478,4.5,62
804,23627490,Queens Cafe,49.21817,-122.957886,3031,2500,4.0,1
805,800311,MDG Ma Dang Goul,49.290833,-123.13637,3031,490,4.5,67
806,10445361,Peaceful Restaurant,49.283016,-123.11548,3031,487,4.0,93
807,7197705,Jam Jar,49.26442,-123.069695,3031,484,4.0,107
808,683196,Caffe Artigiano,49.28582,-123.11466,3031,482,4.0,154
809,2365895,Crave India,49.2791,-123.123535,3031,486,4.0,58
810,12814172,Ramen Danbo,49.268055,-123.146355,3031,489,4.5,35
811,10260282,Coal Harbour Bar,49.28834,-123.11234,3031,488,4.5,45
812,10193436,R&B Ale & Pizza House,49.267265,-123.10351,3031,485,4.5,35
813,4037935,Cafe Deux Soleils,49.26618,-123.069626,3031,481,4.0,83
814,1052588,Prado Cafe,49.26718,-123.06933,3031,483,4.5,50
815,971686,Fassil Ethiopian Restaurant,49.262524,-123.0884,3031,494,4.5,54
816,11728149,Firecrust - Davie,49.27787,-123.1273,3031,498,4.0,88
817,708295,Relish The Pub,49.280285,-123.12498,3031,493,4.5,53
818,10299564,Pholicious Restaurant,49.284286,-123.11209,3031,500,4.5,35
819,12349078,Meat & Bread,49.28686,-123.11814,3031,496,4.5,32
820,17508328,"Xing Fu Tang (Cambie, Vancouver)",49.254555,-123.11495,3031,2510,4.0,1
821,5078000,Curry Point,49.26086,-123.11629,3031,2511,5.0,1
822,3337713,Spice Up,49.248173,-123.10132,936,755,4.0,3
823,17815777,Bekon Loft + Lounge,49.28467,-123.10927,3031,2509,4.0,1
824,709372,Sunshine Diner,49.264076,-123.16546,3031,497,4.0,109
825,6414667,Bistro Wagon Rouge,49.284805,-123.066185,3031,492,4.5,54
826,5107455,Cottage Deli Soup and Sandwich,49.284447,-123.10722,3031,491,4.5,40
827,4372593,Cambie Pizza,49.25802,-123.114914,936,756,4.5,2
828,10680414,Joong Won Korean Chinese Restaurant,49.28749,-123.12867,3031,2508,3.5,12
829,23235273,Saku,49.263126,-123.1166,3031,2514,4.0,1
830,23435472,Yasma Syrian And Lebanese Takeout,49.268475,-123.16479,3031,2507,4.0,1
831,6781268,Bufala,49.23739,-123.15561,3031,495,4.0,109
832,3864067,Scandilicious Foods,49.284443,-123.06566,3031,499,4.5,59
833,2243693,BG Urban Cafe,49.282124,-123.11836,3031,2512,3.5,11
834,5288915,1st Avenue Bakery,49.26894,-123.04565,3031,2513,3.5,3
835,5033406,Thai Son,49.20411,-123.13808,3031,1697,3.5,19
836,4506879,Umeda Japanese Cuisine,49.277714,-123.1254,3031,1695,3.5,32
837,14785237,The Meat Up,49.213345,-123.14014,3031,1699,4.0,6
838,12838668,Yama Cafe,49.28139,-123.06341,3031,1702,4.5,4
839,16878946,Southern Delicacy Restaurant,49.23129,-123.15607,3031,1703,4.5,4
840,12702478,Second Floor Eatery + Bar,49.28561,-123.12697,3031,1696,3.5,12
841,4852604,Seahouse Fish & Chips,49.23614,-123.04142,3031,1700,4.0,9
842,14965007,Jarrito Loco Tacos,49.247234,-123.06959,3031,1701,4.0,9
843,801786,Moore's Bakery & Delicatessen,49.23456,-123.1567,3031,1694,4.5,8
844,12711833,Starbucks,49.26552,-123.1382,3031,1698,5.0,4
845,2208543,Dougie Dog,49.27921,-123.12343,3031,1705,4.0,20
846,12534552,Fife Bakery,49.268,-123.10326,3031,1706,5.0,3
847,4760194,Bua Thai Cuisine,49.26812,-123.06988,3031,1712,4.0,13
848,3603149,Schokolade Cafe,49.28119,-123.05859,3031,1707,4.5,8
849,10685833,East One Chinese Seafood Restaurant,49.269234,-123.04548,3031,1711,4.0,9
850,19957574,Melo Patisserie Vancouver,49.26366,-123.10159,3031,1708,5.0,4
851,5097918,Megabite Pizza,49.2793,-123.12354,3031,1710,4.0,14
852,15580906,Neptune Chinese Kitchen,49.28128,-123.13211,3031,1709,3.5,15
853,4853604,Commercial Street Cafe,49.25259,-123.06816,3031,1704,3.5,13
854,14861742,Superbaba,49.2861,-123.11868,3031,1718,5.0,2
855,7338610,Duotian Fish Soup Noodles Restaurant,49.268875,-123.04555,3031,1714,4.0,8
856,12111250,The Captain's Boil,49.234077,-123.0355,3031,1716,3.5,46
857,2316573,Fire Pizza,49.26741,-123.0694,3031,1713,3.5,26
858,19125457,New Fishport Seafood Bistro,49.211334,-123.09269,3031,1719,4.0,6
859,17727905,Olive + Ruby,49.26434,-123.16933,3031,1720,4.0,5
860,972346,Moki Pizza,49.23626,-123.18505,3031,1721,5.0,5
861,7276941,Tony's Cafe,49.26379,-123.12224,3031,2515,3.5,3
862,23195612,Japanese Bistro Kamome,49.237167,-123.032715,3031,2516,4.0,1
863,11961855,Lucky Plus,49.250305,-123.034004,3031,2523,3.5,4
864,783785,Angel Cafe,49.23028,-123.09086,3031,2517,3.0,23
865,22937849,Kathy's Sandwich House,49.263744,-123.13927,3031,2524,4.0,1
866,10455857,Bubble Queen,49.25686,-123.12685,3031,2522,3.5,3
867,21307753,Food Hall By Zubu,49.26771,-123.10857,3031,2519,4.0,1
868,23045726,Sashimiya,49.276688,-123.1305,3031,2520,4.0,1
869,12190722,Osaka Sushi Japanese Restaurant,49.24842,-123.12552,3031,2518,3.0,11
870,5033251,Donair Spot,49.26313,-123.1222,3031,2939,3.0,10
871,14004220,Neptune Chinese Kitchen,49.25423,-123.23605,3031,2942,2.5,6
872,4852668,Omnitsky Kosher Ltd,49.23328,-123.12832,3031,2941,3.0,28
873,7342729,Broadway Chinese Restaurant,49.26351,-123.13642,3031,2946,3.0,7
874,19650135,Golden Seafood Restaurant,49.26239,-123.05677,3031,2940,2.5,2
875,11884561,The Cambie Gastown,49.28321,-123.10906,3031,2945,3.0,21
876,4776682,Bean Brothers Cafe Bistro,49.23486,-123.15727,3031,2943,3.0,16
877,7284442,Tony's Beef Noodle,49.233017,-123.11585,3031,2947,2.5,4
878,2239904,Gourmet Wok,49.272854,-123.13502,3031,2944,3.0,31
879,4853882,Domino's Pizza,49.25579,-123.18475,3031,2951,2.5,3
880,5103239,Gigi's Pizza & Spaghetti House,49.2633,-123.1089,3031,2954,2.5,29
881,15153361,Hon’s Wonton House,49.26931,-123.10392,3031,2948,3.0,12
882,5078828,McDonald's,49.266647,-123.24254,3031,2949,3.0,5
883,4849941,La Cuisson Cafe,49.23447,-123.1534,3031,2955,3.0,15
884,6748811,Venice Garden Seafood Restaurant,49.26894,-123.04565,3031,2953,2.5,3
885,17374906,Pampanga's Cuisine,49.23782,-123.03267,3031,2950,3.0,12
886,3845000,La Petite Cuillere,49.263577,-123.09989,936,895,2.5,9
887,10025872,Qieu Cafe,49.27952,-123.107445,3031,1715,4.0,6
888,10779103,Chef Claire's,49.252712,-123.100746,3031,1717,4.5,7
889,23148822,Moon Cafe,49.253105,-123.08179,3031,2521,3.5,2
890,22875246,Sizzling Wok,49.207397,-122.93001,3031,2526,4.0,1
891,10862720,Kim Express,49.24852,-123.12555,3031,2533,3.5,7
892,21403998,Goldilocks Bakeshop,49.25975,-123.10131,3031,2527,4.0,1
893,18344641,Rorimomo,49.277622,-123.12684,3031,2529,3.5,4
894,15813520,Weirdo Cafe,49.22764,-123.06576,3031,2534,3.5,3
895,20942559,Rib&chicken,49.269917,-123.04397,3031,2528,4.0,1
896,4853668,Domino's Pizza,49.22674,-123.1288,3031,2531,5.0,1
897,21388629,Win Win Chick-n,49.21115,-123.1024,3031,2530,4.0,1
898,23730222,Forecast Coffee,49.2586,-123.10084,3031,2525,3.5,2
899,16585245,Sushi Tonton,49.249977,-123.1153,3031,1727,4.5,4
900,10768204,Eat Me Thai,49.226807,-123.09055,3031,1730,4.0,9
901,7629603,Starbucks,49.26074,-123.125694,3031,1726,4.0,7
902,5033027,Original Tandoori,49.21913,-123.10228,3031,1722,4.0,8
903,23925895,Jollibee,49.281136,-123.12063,3031,1725,5.0,2
904,5093530,Denny's,49.208824,-123.119446,3031,1728,3.5,37
905,12157326,Renzullo Food Market,49.27259,-123.05615,3031,1729,5.0,4
906,14106544,Nam Nam Noodle,49.24905,-123.10115,3031,1724,4.0,5
907,4882347,Subway,49.263294,-123.13293,3031,2532,3.5,3
908,8008247,Rouge Bistro,49.26942,-123.10627,3031,1723,4.0,9
909,13809642,Pitchfork Restaurant,49.27267,-123.1487,3031,1731,4.0,5
910,7097673,Savoy Pub,49.28094,-123.09822,3031,2542,3.5,3
911,20292522,MeetRice Noodle,49.24461,-123.10088,3031,2544,4.0,1
912,5018833,Asian Fusion,49.26315,-123.16542,3031,2540,4.0,2
913,5110279,Simply French Cafe,49.2632,-123.18675,3031,2537,4.0,2
914,15121743,Dumpling House,49.23562,-123.03852,3031,2539,3.5,2
915,5103625,Orange Julius,49.232044,-123.11828,3031,2535,3.5,3
916,21271950,Sun Yee Cafe,49.2809,-123.06195,3031,2541,4.0,1
917,890344,Andy's German Bakehaus,49.27639,-123.06963,3031,1734,4.5,6
918,5093450,Vera's Burger Shack,49.265778,-123.2432,3031,1740,3.5,20
919,15032565,Mediterranean Greens Salad Bar,49.27912,-123.11718,3031,1732,5.0,3
920,4881922,Wendy's,49.263718,-123.11455,3031,1739,3.5,22
921,3814043,Vancouver FanClub,49.2785,-123.12356,3031,1735,4.0,11
922,4852594,Subway,49.28871,-123.12815,3031,1738,4.0,12
923,5103560,Quiznos,49.287083,-123.11971,3031,2543,3.5,4
924,12241594,Sweet and Savoury Pie Company,49.281284,-123.058586,3031,1733,5.0,4
925,4851669,Dhaliwal Sweets,49.22483,-123.09117,3031,1737,4.0,11
926,15321659,Fuku Ramen,49.26912,-123.04538,3031,1741,4.5,3
927,5078056,Subway,49.286625,-123.118385,3031,1736,4.0,9
928,20158919,A&w,49.27878,-123.12344,3031,2952,2.5,2
929,5093242,Bella Pizza,49.26328,-123.13654,3031,2536,3.5,16
930,5291935,Far Out Coffee Post,49.28506,-123.05994,3031,2538,5.0,1
931,4879683,New Bhaia Sweet Shop and Restaurant,49.23233,-123.09017,3031,2963,2.5,7
932,21041368,Sharetea,49.232456,-123.02555,3031,2957,2.0,1
933,5313063,Togo Sushi,49.253994,-123.23539,3031,2962,2.5,6
934,4873558,McDonald's,49.29068,-123.133835,3031,2960,3.0,23
935,7395821,SKK Canada,49.2792,-123.11675,3031,2964,2.5,5
936,8278082,Tim Hortons,49.25609,-123.185585,3031,2958,1.0,1
937,4346477,Dinky Dawgs Granville Station,49.28335,-123.1163,3031,2959,1.0,1
938,10160864,Star Anise Restaurant,49.23183,-123.02883,3031,2956,2.5,3
939,2302746,Pizza Amore,49.27917,-123.11653,3031,2961,2.5,3
940,3327522,Freshii,49.26355,-123.11728,3031,2545,3.5,27
941,7911692,Kitchen on Main St,49.24995,-123.10105,3031,2547,3.5,3
942,8731616,Rebellious Tomato,49.29216,-123.13483,3031,2548,3.5,4
943,21072647,Le BL Cafe,49.23832,-123.065186,3031,2549,3.5,2
944,5033829,Pizza Hut,49.290962,-123.13426,3031,2551,3.0,11
945,8756066,Cafe Phuong Truc,49.2629,-123.10204,3031,2552,3.5,3
946,5771935,Fortune Express Restaurant,49.286224,-123.11862,3031,2971,2.0,2
947,12525588,MukJa & YeonTan,49.26439,-123.17652,3031,2969,2.5,3
948,10035266,Casa Dolce Gelato & Coffee,49.29093,-123.12706,3031,2974,3.0,15
949,23610856,The Alley,49.280807,-123.12489,3031,2967,2.0,1
950,23950014,Pittie Coffee,49.251953,-123.10075,3031,2970,2.0,1
951,5087451,McDonald's,49.28523,-123.139,3031,2973,1.0,1
952,7096850,Pho Nhuan,49.25743,-123.03392,3031,2968,2.5,3
953,20957070,Kulinarya Filipino Eatery,49.274387,-123.069405,3031,2965,2.5,2
954,8754101,Chai Lounge on Main,49.245213,-123.101494,3031,2550,4.0,2
955,4849352,Rocio's Saltenas & Pastries,49.28119,-123.05862,3031,2546,5.0,1
956,21287986,Motonobu Udon,49.2814,-123.02807,3031,2972,2.5,6
957,10323932,5 Tastes Chinese Bistro,49.26601,-123.24321,3031,2966,2.5,4
958,12334663,Hendricks Resto Lounge,49.27984,-123.11688,3031,1052,3.5,42
959,5294346,Cambie Vietnamese Restaurant,49.24828,-123.10082,3031,1055,4.5,14
960,12870801,Rice Burger,49.26343,-123.20892,3031,1051,4.5,10
961,12243512,l'Antipasta,49.2754,-123.12124,3031,1057,5.0,10
962,6521902,ManCakes Bakery Cafe,49.278595,-123.11584,3031,1059,4.0,25
963,966222,The Elysian Room,49.267185,-123.14521,3031,1053,5.0,20
964,7284443,Just Waffles,49.281246,-123.02761,3031,1050,4.5,17
965,7231447,Blenz Coffee,49.27586,-123.12106,3031,1056,4.0,20
966,14926163,Castella Cheesecake,49.28592,-123.12683,3031,1054,4.0,13
967,23609180,Honeybrew,49.277824,-123.12675,3031,2562,3.5,2
968,8610204,Hong Hong Bakery,49.28117,-123.05554,3031,2556,4.0,2
969,971774,Gladys Restaurant,49.26793,-123.15702,3031,2561,5.0,1
970,19542257,Pallet Coffee Roasters Howe,49.279892,-123.12376,3031,2559,4.0,1
971,707903,Pho Hoa Restaurant,49.26894,-123.04565,3031,2558,3.5,3
972,8370099,Skinny Fat Jack's,49.25404,-123.10112,3031,2560,5.0,1
973,15125500,Tim Hortons,49.284885,-123.115746,3031,2976,2.5,4
974,12817627,G8 Taiwan Kitchen,49.21042,-123.13051,3031,2975,2.0,2
975,12296744,White Spot,49.23768,-123.15567,3031,2554,3.5,8
976,21066723,Sushi Master,49.26375,-123.13932,3031,2555,3.5,2
977,7618311,Semolina - Endless Pastabilities,49.282505,-123.114456,3031,2557,3.5,6
978,7834846,1/2 Roll Japanese and Sushi Roll,49.24583,-123.10146,3031,2978,2.5,11
979,4869068,Subway,49.285122,-123.062164,3031,2984,1.0,1
980,4871454,McDonald's,49.268425,-123.159454,3031,2979,2.5,6
981,13794466,Mt. Fuji Japanese Restaurant,49.22487,-123.05391,3031,2983,1.0,1
982,16712225,Neptune Palace Seafood Restaurant,49.209835,-123.11661,3031,1058,4.0,20
983,12882419,Pizza Garden,49.258064,-123.101364,3031,2977,2.5,2
984,1007590,The Bay Restaurant,49.28262,-123.11692,3031,2553,3.5,2
985,5093722,Dairy Queen,49.28145,-123.06148,3031,2980,1.0,1
986,1069054,Minato Japanese Restaurant,49.263546,-123.12633,3031,1063,4.0,27
987,2216396,Grade A Steaks & Seafoods Restaurant,49.277664,-123.126015,3031,1067,4.0,23
988,2146629,Freshii,49.28699,-123.11455,3031,1064,3.5,65
989,5068483,Ragazzi Pizza Co,49.25042,-123.0419,3031,1062,4.0,30
990,15362485,Rodney's Oyster House,49.27436,-123.12336,3031,1068,4.5,13
991,2658585,Joe's Grill,49.25801,-123.10092,3031,1069,4.0,24
992,4852570,KFC,49.28142,-123.13225,3031,2982,3.0,23
993,13773484,Ignite Pizzeria Express,49.28465,-123.1111,3031,1061,4.5,15
994,5078092,Sunrise Pizza & Steak House,49.276196,-123.06952,3031,1066,4.5,21
995,23801356,Carlino Restaurant,49.28572,-123.12407,3031,1358,5.0,4
996,14159102,Armando's Finest Quality,49.27264,-123.1357,3031,1357,4.5,6
997,4508325,Tokyo Joe's,49.280037,-123.12723,3031,1354,3.5,19
998,20259146,Frankie’s Jazz Club,49.278343,-123.11316,3031,1351,4.5,7
999,8293226,Damso On Bute,49.2862,-123.12661,3031,1355,4.0,17
1000,13473555,De Dutch Pannekoek House,49.2675,-123.11301,3031,1350,3.5,32
1001,5288955,Turks Coffee Exchange,49.2733,-123.06948,3031,1065,4.5,16
1002,5068434,Benkei Ramen Noodle Shop,49.26327,-123.116425,3031,1356,3.5,29
1003,12930506,Maizal,49.25678,-123.10129,3031,1352,4.0,9
1004,16674721,Livia,49.272617,-123.06978,3031,1060,4.5,10
1005,4972296,Dose Espresso Bar,49.2637,-123.13941,3031,1359,4.5,9
1006,4852932,Ridge Garden Restaurant,49.25071,-123.16812,3031,1353,4.0,17
1007,5313184,The Boulevard Coffee Roasting Co.,49.26601,-123.2464,3031,1361,4.0,12
1008,12562670,Donair Dude,49.26447,-123.17646,3031,1365,4.0,14
1009,8113686,Koerner's Pub,49.26869,-123.25803,3031,1367,3.5,32
1010,5093698,Babylon Cafe,49.28946,-123.13294,3031,1363,4.0,22
1011,7886005,Pekoe Tea,49.26356,-123.124054,3031,1075,4.5,16
1012,12938989,D 6,49.2751,-123.11306,3031,1360,3.5,30
1013,10250905,Masayoshi,49.24574,-123.08998,3031,1074,4.0,25
1014,2303461,JJ Bean Coffee Roasters - CBC Plaza,49.279316,-123.11494,3031,1362,4.5,14
1015,709246,Stages Bistro & Lounge,49.263454,-123.12019,3031,1072,4.0,48
1016,937115,Akira Sushi,49.288433,-123.14012,3031,1073,4.0,56
1017,973015,Supreme Pizza,49.22476,-123.06591,3031,1364,4.0,18
1018,707407,Numero Uno Pizza,49.277164,-123.12646,3031,1366,4.0,31
1019,12177792,Pho Goodness,49.25779,-123.10152,3031,1071,4.5,15
1020,12763327,I Love Chick Pea,49.24662,-123.10088,3031,1077,4.5,12
1021,17373990,Sing Sing,49.26069,-123.10069,3031,1078,4.5,9
1022,6582993,Shanghai Lu Restaurant,49.263412,-123.11994,3031,1079,3.5,58
1023,7803712,My Slice,49.2636,-123.14182,3031,1368,4.5,9
1024,4876578,A&W Restaurant,49.286163,-123.125435,3031,1076,3.5,30
1025,10804805,Ayoub's Dried Fruits & Nuts,49.268112,-123.15163,3031,1070,4.5,18
1026,5033072,McDonald's,49.261738,-123.069496,3031,2981,2.0,2
1027,15096939,Purebread,49.26672,-123.10446,3031,1088,4.5,17
1028,6210126,Al Basha,49.27265,-123.14856,3031,1084,4.5,16
1029,8449859,Jackalope's Neighbourhood Dive,49.28119,-123.05868,3031,1087,4.5,17
1030,9460253,Barra 41,49.23471,-123.16145,3031,1086,4.5,19
1031,1205190,White Spot,49.21045,-123.08342,3031,1080,3.5,102
1032,12480951,Duso's Italian Foods,49.27254,-123.13563,3031,1089,4.5,11
1033,4853374,Only U Cafe,49.266,-123.2424,3031,1081,4.5,17
1034,5087390,La Tortilleria,49.27276,-123.13488,3031,1082,4.0,35
1035,7817783,Heirloom Juice Co,49.26025,-123.13911,3031,1085,4.0,19
1036,12789878,Starbucks,49.29163,-123.13535,3031,1083,4.0,18
1037,13396480,Baggio Bella Gelato,49.273346,-123.11851,3031,1095,3.5,34
1038,972648,Pizza Pzazz,49.272728,-123.13517,3031,1090,4.0,39
1039,2142162,Lanna Thai,49.29175,-123.13511,3031,1094,4.0,50
1040,5068568,Johnny’s On Oak,49.25143,-123.12709,3031,1091,3.5,43
1041,12398935,Yook Korean Grilled BBQ & Bistro,49.26282,-123.05639,3031,1096,4.0,24
1042,5095305,Kisokoma Japanese Restaurant,49.263535,-123.12209,3031,1092,4.0,23
1043,705667,Kirin Mandarin Restaurant,49.28634,-123.125435,3031,1097,3.5,340
1044,7694872,Li'l Cheese Steak Spot,49.28532,-123.12153,3031,1098,5.0,14
1045,16665147,Sushi Jin,49.27965,-123.123604,3031,1099,4.5,12
1046,15851268,LOT185 Cafe + Wine Bar,49.28971,-123.11607,3031,1093,4.5,9
1047,6903016,Laurelle's Fine Foods,49.272625,-123.13563,3031,1373,4.0,14
1048,10328570,Indian Bay Leaf,49.24018,-123.06535,3031,1371,4.5,13
1049,4479179,Cafe Gypsy Rose,49.26815,-123.15094,3031,1375,4.0,16
1050,3445007,Donair & Kebab,49.280937,-123.13448,3031,1372,4.5,9
1051,683255,Candia Taverna,49.26355,-123.2096,3031,1369,4.0,32
1052,4802514,ZAC ZAC Japanese Curry House,49.280582,-123.118835,3031,1374,4.0,14
1053,21335217,Bonjour Vietnam Bistro,49.24969,-123.08991,3031,1376,4.5,7
1054,11667263,Colette Grand Cafe,49.284775,-123.116615,3031,1370,3.5,27
1055,15759321,Milssam Tacorea,49.27518,-123.12087,3031,1377,4.0,10
1056,21208073,Potluck Hawker Eatery,49.254612,-123.11495,3031,1378,4.0,6
1057,1539467,Epicurean Caffe Bistro,49.270546,-123.14762,3031,1383,4.0,19
1058,5087427,Veras Burger Shack Gastown,49.28306,-123.10431,3031,1379,3.5,35
1059,807092,One More Sushi,49.26589,-123.242294,3031,1386,3.5,24
1060,3903893,X-Site Grill and Bistro,49.28088,-123.05849,3031,1380,3.5,33
1061,15141638,Ah Long Sushi,49.26404,-123.16631,3031,1381,4.5,6
1062,2174486,Roaming Dragon,49.283504,-123.12189,3031,1382,4.0,20
1063,684547,Falafel Maison,49.280148,-123.11818,3031,1384,4.0,19
1064,5804759,Fujiya Take Out,49.28688,-123.11962,3031,1385,4.0,20
1065,4852758,Domino's Pizza,49.29181,-123.13519,3031,1388,4.0,14
1066,13130001,La Cantina Vancouver,49.27949,-123.12341,3031,1387,4.0,15
1067,4873894,Jako Japanese Restaurant,49.276775,-123.12584,3031,1395,3.5,47
1068,7342703,One Under,49.28469,-123.11451,3031,1392,4.5,9
1069,13202487,Plato Filipino,49.237724,-123.03259,3031,1396,4.5,6
1070,704673,Granville Room,49.27987,-123.12269,3031,1398,3.5,27
1071,3831186,The Bimini Public House,49.26783,-123.15093,3031,1397,3.5,24
1072,4852891,Sushi Star,49.27952,-123.12384,3031,1390,4.0,15
1073,23120866,Ngon Banh Mi,49.242737,-123.06038,3031,1391,5.0,4
1074,17739371,Zocalo modern cantina,49.25696,-123.09081,3031,1389,4.5,6
1075,1113983,Benkei Ramen,49.2909,-123.13427,3031,1394,4.0,25
1076,4698813,Little Saigon,49.273792,-123.123055,3031,1393,4.0,29
1077,12608798,Kalai’s Dosa Hut,49.21957,-123.091324,3031,2563,4.0,1
1078,5777083,Trung Nguyen Cafe,49.24984,-123.07472,3031,2565,4.0,1
1079,4851914,Skylight Restaurant,49.27556,-123.06923,3031,2570,5.0,1
1080,19735553,Grounds For Coffee,49.26614,-123.069565,3031,2569,4.0,1
1081,6417133,Prestigio Bar & Grill,49.27786,-123.12573,3031,2564,4.0,2
1082,4893533,Sushi Cafe,49.28548,-123.11403,3031,2566,5.0,1
1083,19899102,Stock and Supply,49.28416,-123.1127,3031,2568,4.0,1
1084,6740143,Umi Sushi Express,49.28768,-123.11517,3031,2571,3.0,15
1085,8484578,Chef Hung Taiwanese Beef Noodle,49.25445,-123.23636,3031,2567,3.0,15
1086,19888993,Loku,49.26453,-123.06935,3031,2574,3.5,3
1087,15760242,Starbucks,49.26886,-123.06939,3031,2576,4.0,2
1088,19430539,Mixx Bao,49.26435,-123.136696,3031,2577,4.0,1
1089,4853839,Soup Zone,49.26086,-123.11629,3031,2579,4.0,1
1090,19738458,Freebird Chicken Shack,49.280247,-123.10012,3031,2572,4.0,1
1091,19837632,Smith's Bagelry,49.263233,-123.10877,3031,2578,4.0,1
1092,13983807,Pacific Poke,49.26827,-123.153946,3031,2573,3.5,4
1093,23363469,NeNe Chicken,49.252953,-123.0826,3031,2580,3.5,2
1094,19095196,Saigon Xua,49.27391,-123.12413,3031,2575,3.5,4
1095,19660109,Ekki Sushi,49.273697,-123.09789,33,27,4.0,1
1096,11857852,Flower and Horse in Spring,49.29102,-123.13455,3031,1603,4.5,6
1097,11719178,Whole Foods Market,49.26824,-123.15696,3031,1599,3.5,21
1098,23390979,Mogu Fried Chicken,49.275528,-123.06931,3031,1602,4.5,4
